",""Species"",""Diel_activity"",""Habitat_breadth_IUCN"",""Forest"",""Savanna"",""Shrubland"",""Grassland"",""Wetland"",""Rocky.areas"",""Caves.and.subterranean"",""Desert"",""Marine"",""Marine.intertidal.or.coastal.supratidal"",""Artificial"",""Introduced.vegetation"",""Class"",""Order"",""Family"",""Genus"",""logBM"",""logLongevity"",""logClutchSize"",""Herbivore"",""Omnivore"",""Carnivore"""
"1337,""Darevskia rostombekowi"",""Other"",0.693147180559945,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.35262420169247,7.69234151985886,0.974559639998131,0,0,1"
"1338,""Darevskia rudis"",""Other"",1.6094379124341,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",2.07065303564676,7.60533014286923,1.6094379124341,0,1,0"
"1339,""Darevskia sapphirina"",""Other"",0.693147180559945,""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.4713518744232,7.69234151985886,1.25279975947348,0,0,1"
"1340,""Darevskia saxicola"",""Other"",0,""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",2.03143232249348,7.52982259036109,1.38638648449172,0,1,0"
"1341,""Darevskia unisexualis"",""Other"",0,""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.58923520511658,7.91548507117307,1.60950698000284,0,0,1"
"1342,""Darevskia uzzelli"",""Other"",0.693147180559945,""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.62924053973028,7.69234151985886,1.2990365151876,0,0,1"
"1343,""Darevskia valentini"",""Other"",1.38629436111989,""0"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",2.05412373369555,7.51001996306491,1.64865477609297,0,0,1"
"1344,""Dinarolacerta montenegrina"",""Other"",1.81809170678022,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Dinarolacerta"",1.80561004691729,7.23700879233478,1.36291483458421,0,0,1"
"1345,""Dinarolacerta mosorensis"",""Other"",1.38629436111989,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Dinarolacerta"",1.80910810756267,8.09780662796703,1.55815933242907,0,0,1"
"1346,""Dolichophis caspius"",""Other"",2.07944154167984,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Dolichophis"",7.09049341566131,8.75544708247379,2.30258509299405,0,0,1"
"1347,""Dolichophis jugularis"",""Other"",2.19722457733622,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Dolichophis"",7.08965950132867,8.2327259458664,2.2512917986065,0,0,1"
"1348,""Dolichophis schmidti"",""Other"",2.07944154167984,""0"",""0"",""1"",""1"",""0"",""1"",""0"",""1"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Dolichophis"",5.95739056677423,8.61833049676367,2.19722457733622,0,0,1"
"1349,""Eirenis aurolineatus"",""Nocturnal"",1.60287919115102,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Eirenis"",2.90133940900509,8.14356438116106,1.6206560765853,0,0,1"
"1350,""Eirenis barani"",""Nocturnal"",1.59174505299921,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Eirenis"",2.96435046636446,8.14356438116106,1.60871824066864,0,0,1"
"1351,""Eirenis coronella"",""Other"",1.5555675378851,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Eirenis"",1.79158535094994,8.06622231279552,1.56724402283299,0,0,1"
"1352,""Eirenis coronelloides"",""Other"",1.54305151060578,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Eirenis"",1.85492613652305,7.84649219968612,1.53180617879988,0,0,1"
"1353,""Eirenis decemlineatus"",""Other"",1.79175946922805,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Eirenis"",3.87132926757849,8.8963143241848,1.79175946922805,0,0,1"
"1354,""Eirenis eiselti"",""Nocturnal"",1.63249004167051,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Eirenis"",2.43602839362101,8.16030005110947,1.57764362212887,0,0,1"
"1355,""Eirenis hakkariensis"",""Other"",2.26438015638065,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Eirenis"",6.8825289398688,8.55542825485927,2.49355728777132,0,0,1"
"1356,""Eirenis levantinus"",""Nocturnal"",1.60287919115102,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Eirenis"",2.80395468858256,8.14473125640913,1.59916626310821,0,0,1"
"1357,""Eirenis lineomaculatus"",""Nocturnal"",1.51847867190442,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Eirenis"",1.84015763821011,8.13504532123589,1.57607093809567,0,0,1"
"1358,""Eirenis medus"",""Other"",1.5555675378851,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Eirenis"",1.79158535094994,8.06622231279552,1.56724402283299,0,0,1"
"1359,""Eirenis modestus"",""Nocturnal"",1.6094379124341,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Eirenis"",3.4667150052764,8.21844685741625,1.70474809223843,0,0,1"
"1360,""Eirenis persicus"",""Other"",1.98960329262854,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Eirenis"",4.9595551677244,8.76475795508437,2.19034340638981,0,0,1"
"1361,""Eirenis punctatolineatus"",""Nocturnal"",1.38629436111989,""0"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Eirenis"",3.4667150052764,8.30079037497743,1.94591014905531,0,0,1"
"1362,""Eirenis rothii"",""Nocturnal"",0.693147180559945,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Eirenis"",1.84099051034049,8.19311680777135,1.09861228866811,0,0,1"
"1363,""Eirenis thospitis"",""Nocturnal"",1.60287919115102,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Eirenis"",2.8891245753332,8.14473125640913,1.6206560765853,0,0,1"
"1364,""Elaphe dione"",""Other"",2.07944154167984,""1"",""0"",""1"",""1"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Elaphe"",4.76396522074659,8.70886071590203,2.2512917986065,0,0,1"
"1365,""Elaphe quatuorlineata"",""Other"",1.6094379124341,""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Elaphe"",8.12980864045694,7.54924067621819,2.37490575457367,0,0,1"
"1366,""Elaphe sauromates"",""Other"",2.30258509299405,""0"",""0"",""1"",""1"",""0"",""1"",""0"",""1"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Elaphe"",6.07495187732115,8.1197855346858,2.39789527279837,0,0,1"
"1367,""Emys orbicularis"",""Other"",2.01001968788701,""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Testudines"",""Emydidae"",""Emys"",6.93592866985558,10.6880737934129,2.10413415427021,0,0,1"
"1368,""Emys trinacris"",""Other"",2.0755535368258,""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Testudines"",""Emydidae"",""Emys"",6.30678056971069,9.70332398144582,2.35087206585606,0,0,1"
"1369,""Eremias arguta"",""Other"",1.8995845176171,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Eremias"",3.12921314137891,7.82556557359296,1.28781704933119,0,0,1"
"1370,""Eremias intermedia"",""Other"",0.693147180559945,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Eremias"",2.02814824729229,7.96906112604457,0.693112647371867,0,0,1"
"1371,""Eremias persica"",""Other"",1.96600306074585,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Eremias"",3.06805293513362,8.53785206967197,1.60947244681476,0,0,1"
"1372,""Eremias pleskei"",""Other"",0,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Eremias"",1.62924053973028,7.87039970243283,1.38629436111989,0,1,0"
"1373,""Eremias scripta"",""Other"",1.79175946922805,""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Eremias"",1.90202141031331,7.9731150428838,0.405475171542841,0,0,1"
"1374,""Eremias strauchi"",""Other"",1.38629436111989,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Eremias"",2.02353234724032,7.84649219968612,1.83258146374831,0,1,0"
"1375,""Eremias suphani"",""Other"",0,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Eremias"",1.76197879793274,8.20316714362485,1.25279975947348,0,0,1"
"1376,""Eryx jaculus"",""Nocturnal"",2.06246359208462,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Boidae"",""Eryx"",5.27811465923052,9.10738529426474,2.2512917986065,0,0,1"
"1377,""Eryx miliaris"",""Nocturnal"",2.08287876900787,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Boidae"",""Eryx"",5.62698639691758,9.10027505608224,2.53567897516142,0,0,1"
"1378,""Eublepharis angramainyu"",""Nocturnal"",0.693147180559945,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Eublepharidae"",""Eublepharis"",4.74406218485471,8.64884255444607,0.693078112991206,0,0,1"
"1379,""Euleptes europaea"",""Nocturnal"",0.693147180559945,""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Sphaerodactylidae"",""Euleptes"",0.552754488092114,8.94510448835423,0.628608659422374,0,0,1"
"1380,""Eumeces schneiderii"",""Other"",1.89888073919245,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Eumeces"",4.37330117835552,8.65105296761697,2.39789527279837,0,1,0"
"1381,""Gallotia atlantica"",""Other"",1.94591014905531,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Gallotia"",2.23697933589605,8.50327173607519,0.788431248443639,0,1,0"
"1382,""Gallotia auaritae"",""Other"",1.79175946922805,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Gallotia"",6.93787846362899,8.8963143241848,2.3174737054878,1,0,0"
"1383,""Gallotia bravoana"",""Other"",0.693147180559945,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Gallotia"",4.57357631439691,8.46553140809235,1.60950698000284,1,0,0"
"1384,""Gallotia caesaris"",""Other"",2.07944154167984,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Gallotia"",2.80214752448133,8.07533377211497,1.14740245283754,0,1,0"
"1385,""Gallotia galloti"",""Other"",2.07944154167984,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Gallotia"",3.31382230217715,8.2327259458664,1.40976671730503,1,0,0"
"1386,""Gallotia intermedia"",""Other"",0.693147180559945,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Gallotia"",4.35366628970442,8.24238785677814,2.00148000021012,0,1,0"
"1387,""Gallotia simonyi"",""Other"",2.15061752332194,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Gallotia"",6.24692771591694,8.39435606918744,2.15721206667699,0,1,0"
"1388,""Gallotia stehlini"",""Other"",1.38629436111989,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Gallotia"",5.18542858446942,8.13059645079002,2.29253475714054,1,0,0"
"1389,""Gloydius intermedius"",""Other"",1.87489398668816,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Viperidae"",""Gloydius"",5.47927577052581,8.42631069493906,2.17835811803053,0,0,1"
"1390,""Hellenolacerta graeca"",""Other"",1.38629436111989,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Hellenolacerta"",2.64617479738412,7.08446183550084,1.25279975947348,0,0,1"
"1391,""Hemidactylus turcicus"",""Nocturnal"",1.94591014905531,""0"",""0"",""1"",""0"",""0"",""1"",""1"",""0"",""0"",""1"",""1"",""0"",""Reptilia"",""Squamata"",""Gekkonidae"",""Hemidactylus"",0.928219302739429,8.06390507629135,0.693147180559945,0,0,1"
"1392,""Hemorrhois algirus"",""Nocturnal"",1.94591014905531,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Hemorrhois"",5.10776200482698,8.43465717621026,2.06000124921939,0,0,1"
"1393,""Hemorrhois hippocrepis"",""Other"",1.94591014905531,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Hemorrhois"",6.52322356845213,7.7411316840283,2.2512917986065,0,0,1"
"1394,""Hemorrhois nummifer"",""Other"",2.07944154167984,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Hemorrhois"",4.92751748372887,8.52525064279397,2.4423470353692,0,0,1"
"1395,""Hemorrhois ravergieri"",""Other"",1.09861228866811,""1"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Hemorrhois"",5.56249915080433,8.52525064279397,2.4423470353692,0,0,1"
"1396,""Heremites auratus"",""Other"",1.90787587953533,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Heremites"",3.52046080248897,8.21130796465766,1.50407739677627,0,0,1"
"1397,""Heremites septemtaeniatus"",""Other"",1.80163677367328,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Heremites"",3.22592171528466,7.60697294856887,1.38634042386664,0,0,1"
"1398,""Heremites vittatus"",""Other"",1.88861756293961,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Heremites"",2.90142159408275,7.48319833871269,1.47017584510059,0,0,1"
"1399,""Hierophis cypriensis"",""Other"",2.25698129623521,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Hierophis"",8.31049286765043,8.65483037902012,3.00823153979722,0,0,1"
"1400,""Hierophis gemonensis"",""Nocturnal"",1.38629436111989,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Hierophis"",5.39089654784113,8.54244521910759,1.87180217690159,0,0,1"
"1401,""Hierophis viridiflavus"",""Other"",2.07944154167984,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Hierophis"",5.95708914661567,9.39708961209729,2.52572864430826,0,0,1"
"1402,""Iberolacerta aranica"",""Other"",1.09861228866811,""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Iberolacerta"",1.94107923339398,8.10701214864202,1.09861228866811,0,0,1"
"1403,""Iberolacerta aurelioi"",""Other"",1.09861228866811,""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Iberolacerta"",1.41342302850814,8.73379539468703,0.922185329744116,0,0,1"
"1404,""Iberolacerta bonnali"",""Other"",1.09861228866811,""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Iberolacerta"",1.87180217690159,7.93851141745417,1.10355050933792,0,0,1"
"1405,""Iberolacerta cyreni"",""Other"",1.6094379124341,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Iberolacerta"",2.85060034512663,7.92966388976835,1.81640425998275,0,0,1"
"1406,""Iberolacerta galani"",""Other"",0,""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Iberolacerta"",2.64822722161948,7.83182428552578,1.50406298986377,0,0,1"
"1407,""Iberolacerta horvathi"",""Other"",1.09861228866811,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Iberolacerta"",1.85629799036563,7.90273773809011,1.30833281965018,0,0,1"
"1408,""Iberolacerta martinezricai"",""Nocturnal"",0.693147180559945,""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Iberolacerta"",2.02836288013871,7.98002359231065,1.38638648449172,0,0,1"
"1409,""Iberolacerta monticola"",""Other"",1.38629436111989,""1"",""0"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Iberolacerta"",2.39007768633115,8.60863225173302,1.84050295020352,0,0,1"
"1410,""Iranolacerta brandtii"",""Other"",1.09861228866811,""0"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Iranolacerta"",2.33214389523559,7.69234151985886,1.25279975947348,0,0,1"
"1411,""Lacerta agilis"",""Other"",2.19722457733622,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Lacerta"",2.3612772275828,8.50327173607519,2.04122032885964,0,0,1"
"1412,""Lacerta bilineata"",""Other"",1.6094379124341,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Lacerta"",3.16652934449599,8.34292908600001,2.40251728602999,0,0,1"
"1413,""Lacerta media"",""Other"",2.63905732961526,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Lacerta"",3.58009404868321,8.2327259458664,2.29681849809971,0,0,1"
"1414,""Lacerta pamphylica"",""Other"",1.09861228866811,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Lacerta"",3.66612246699132,8.20316714362485,1.79187171936797,0,0,1"
"1415,""Lacerta schreiberi"",""Other"",1.6094379124341,""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Lacerta"",3.2519236789144,8.20316714362485,2.51769647261099,0,0,1"
"1416,""Lacerta strigata"",""Other"",2.07944154167984,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Lacerta"",3.14114055444591,7.84649219968612,2.33553619313373,0,0,1"
"1417,""Lacerta trilineata"",""Other"",2.15061752332194,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Lacerta"",6.24692771591694,8.39435606918744,2.15721206667699,0,1,0"
"1418,""Lacerta viridis"",""Other"",2.07944154167984,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Lacerta"",4.06389780886946,8.20316714362485,2.18605127673809,0,0,1"
"1419,""Letheobia episcopus"",""Other"",1.90372191278464,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Typhlopidae"",""Letheobia"",3.04542166181605,8.32826179374885,1.58911649602637,0,0,1"
"1420,""Macroprotodon brevis"",""Other"",1.38629436111989,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Macroprotodon"",3.00568260440716,7.67553440154248,1.38629436111989,0,0,1"
"1421,""Macroprotodon cucullatus"",""Nocturnal"",2.30258509299405,""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Macroprotodon"",3.24649099190117,8.29392150689332,1.6094379124341,0,0,1"
"1422,""Macroprotodon mauritanicus"",""Other"",1.63193428848707,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Macroprotodon"",3.39785848039664,7.67553440154248,1.38629436111989,0,0,1"
"1423,""Macrovipera lebetinus"",""Other"",2.17221625804509,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Viperidae"",""Macrovipera"",7.17472430983638,8.48834608585852,2.75684036527164,0,0,1"
"1424,""Macrovipera schweizeri"",""Other"",1.09861228866811,""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Viperidae"",""Macrovipera"",6.4529948791491,8.3253847763491,2.11021320034659,0,0,1"
"1425,""Malpolon monspessulanus"",""Other"",2.30258509299405,""0"",""0"",""1"",""1"",""0"",""1"",""0"",""1"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Psammophiidae"",""Malpolon"",5.96139280576158,8.28934483986591,2.07944154167984,0,0,1"
"1426,""Mauremys caspica"",""Other"",2.18189774309063,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Testudines"",""Geoemydidae"",""Mauremys"",7.19808026967952,8.93553503733808,2.19722457733622,0,0,1"
"1427,""Mauremys leprosa"",""Other"",2.12679785524738,""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Testudines"",""Geoemydidae"",""Mauremys"",7.26802626896725,9.10129390487134,2.16332302566054,0,0,1"
